0.000000000000000000e+00,0.000000000000000000e+00,7.812500000000000434e-04,2.249999999999999917e-02,7.031250000000000000e-02,1.470312500000000022e-01,2.500000000000000000e-01,4.174999999999999822e-01,6.328125000000000000e-01,8.042187499999999822e-01,1.135312499999999947e+00,1.416250000000000009e+00,1.872031250000000036e+00,2.266249999999999876e+00,2.712968749999999929e+00,3.360468749999999893e+00,3.912343749999999787e+00,4.597656250000000000e+00,5.375156249999999858e+00,5.942812499999999609e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.624999999999999792e-03,7.640624999999999500e-02,1.928124999999999978e-01,3.448437500000000044e-01,5.365625000000000533e-01,7.784375000000000044e-01,9.973437499999999734e-01,1.351718750000000080e+00,1.693593750000000009e+00,2.217499999999999805e+00,2.675781250000000000e+00,3.317812500000000053e+00,3.849375000000000213e+00,4.645312500000000178e+00,5.232968750000000391e+00,6.195156250000000142e+00,6.776093750000000249e+00,7.842031249999999787e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.281249999999999879e-03,5.000000000000000278e-02,1.565624999999999933e-01,2.895312500000000178e-01,4.803124999999999756e-01,7.021874999999999645e-01,9.815625000000000044e-01,1.329374999999999973e+00,1.679375000000000062e+00,2.179531250000000142e+00,2.586718750000000178e+00,3.395937500000000053e+00,3.846406249999999805e+00,4.473749999999999893e+00,5.050156249999999680e+00,6.158437499999999787e+00,6.827499999999999680e+00,7.704218749999999893e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.031250000000000069e-03,5.187499999999999750e-02,1.456250000000000044e-01,2.803125000000000200e-01,4.564062500000000133e-01,7.106249999999999512e-01,9.882812500000000000e-01,1.339843750000000000e+00,1.693906249999999947e+00,2.175156250000000124e+00,2.672187500000000160e+00,3.121718749999999876e+00,3.666562499999999947e+00,4.689531249999999929e+00,5.099062499999999609e+00,5.696562499999999751e+00,6.825781250000000355e+00,7.427187499999999609e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.187500000000000208e-03,4.453125000000000139e-02,1.514062499999999922e-01,2.856250000000000178e-01,4.628125000000000155e-01,6.729687500000000044e-01,9.971875000000000044e-01,1.325625000000000053e+00,1.660468749999999938e+00,2.233593749999999822e+00,2.621875000000000178e+00,3.202968750000000142e+00,3.851406250000000142e+00,4.405624999999999680e+00,5.214999999999999858e+00,6.098593750000000036e+00,6.756874999999999964e+00,7.655468749999999822e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.031250000000000069e-03,4.734374999999999695e-02,1.414062500000000111e-01,2.748437499999999978e-01,4.639062500000000200e-01,7.048437499999999911e-01,1.022187500000000027e+00,1.295468749999999947e+00,1.728124999999999911e+00,2.104999999999999982e+00,2.655937499999999840e+00,3.173125000000000195e+00,3.833593749999999911e+00,4.542812500000000142e+00,5.077499999999999680e+00,6.072499999999999787e+00,6.800781250000000000e+00,7.767812499999999787e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000052e-03,4.484375000000000167e-02,1.492187500000000111e-01,2.782812499999999800e-01,4.726562500000000000e-01,7.229687500000000488e-01,9.887500000000000178e-01,1.274687499999999973e+00,1.695937500000000098e+00,2.227500000000000036e+00,2.671250000000000124e+00,3.118593750000000053e+00,3.883125000000000160e+00,4.570156250000000142e+00,5.279687499999999645e+00,5.899687499999999751e+00,6.980156250000000284e+00,7.196875000000000355e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.343749999999999913e-03,5.062500000000000333e-02,1.435937499999999922e-01,2.690624999999999822e-01,4.660937499999999734e-01,6.787499999999999645e-01,9.804687500000000000e-01,1.339687499999999920e+00,1.745624999999999982e+00,2.202812499999999840e+00,2.702968750000000142e+00,3.168906250000000036e+00,3.877187499999999787e+00,4.385937499999999822e+00,5.040937500000000071e+00,5.947812500000000391e+00,6.599999999999999645e+00,7.363281250000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.125000000000000173e-03,4.140624999999999861e-02,1.356249999999999956e-01,2.810937499999999756e-01,4.617187500000000111e-01,6.778125000000000400e-01,9.868749999999999467e-01,1.329687499999999911e+00,1.711406250000000018e+00,2.133125000000000160e+00,2.731875000000000053e+00,3.254062499999999858e+00,3.810624999999999929e+00,4.665937500000000071e+00,5.206406249999999680e+00,5.949062500000000142e+00,6.727968749999999609e+00,7.714999999999999858e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.343749999999999913e-03,4.359375000000000056e-02,1.468750000000000056e-01,2.767187500000000133e-01,4.784375000000000155e-01,6.845312500000000355e-01,1.012187500000000018e+00,1.260625000000000107e+00,1.757343749999999982e+00,2.175312499999999982e+00,2.697187500000000071e+00,3.139062500000000089e+00,3.843281249999999982e+00,4.462187499999999751e+00,5.164218749999999858e+00,6.094375000000000320e+00,6.793906250000000036e+00,7.712656250000000213e+00
